Employee_Id,Department,Region,Education,Gender,Recruitment_Channel,No_Of_Trainings,Age,Previous_Year_Rating,Length_Of_Service,Awards_Won,Avg_Training_Score,Performance_Rating_Category
765,Operations,Region_29,Masters & Above,Male,Sourcing,1,44,3,6,No,63,Average
64954,Technology,Region_28,Masters & Above,Male,Other,2,31,2,4,No,77,Poor
35765,Sales & Marketing,Region_22,Bachelors,Male,Other,1,38,3,3,No,47,Average
11775,Sales & Marketing,Region_22,Bachelors,Male,Sourcing,1,34,5,6,Yes,47,Excellent
10782,Operations,Region_15,Bachelors,Female,Other,1,34,4,7,No,58,Excellent
11347,Sales & Marketing,Region_2,Masters & Above,Female,Sourcing,1,43,5,12,No,49,Excellent
32488,Procurement,Region_22,Below Secondary,Male,Other,2,20,2,2,No,69,Poor
19754,Analytics,Region_29,Bachelors,Male,Other,1,28,4,1,No,84,Excellent
8056,Technology,Region_26,Bachelors,Male,Sourcing,1,31,1,3,No,78,Poor
4720,Finance,Region_16,Bachelors,Male,Sourcing,2,32,3,2,No,58,Average
70758,Analytics,Region_32,Bachelors,Male,Sourcing,1,23,5,2,No,83,Excellent
56032,Sales & Marketing,Region_31,Bachelors,Male,Sourcing,1,31,2,2,No,51,Poor
21658,Sales & Marketing,Region_31,Masters & Above,Male,Sourcing,2,37,4,3,No,47,Excellent
27809,Operations,Region_14,Masters & Above,Female,Other,1,40,4,4,No,62,Excellent
19290,Sales & Marketing,Region_9,Bachelors,Male,Other,2,28,3,1,No,49,Average
31071,Sales & Marketing,Region_8,Bachelors,Male,Other,1,31,3,8,No,49,Average
28867,Operations,Region_23,Bachelors,Male,Other,1,37,4,12,No,58,Excellent
57661,Procurement,Region_14,Masters & Above,Female,Other,1,36,3,9,No,70,Average
68132,Operations,Region_2,Bachelors,Male,Referred,2,32,3,3,No,55,Average
11472,Finance,Region_22,Bachelors,Male,Other,3,25,3,1,No,61,Average
62190,Operations,Region_2,Bachelors,Male,Sourcing,1,58,5,22,No,58,Excellent
58599,Operations,Region_12,Bachelors,Female,Other,1,26,1,2,No,60,Poor
71363,Sales & Marketing,Region_7,Bachelors,Male,Sourcing,1,39,5,5,No,50,Excellent
10857,Analytics,Region_29,Bachelors,Male,Sourcing,1,29,2,4,No,82,Poor
23176,Finance,Region_26,Bachelors,Female,Other,1,33,3,6,No,58,Average
4870,Procurement,Region_13,Bachelors,Male,Other,2,36,3,11,No,69,Average
10904,Sales & Marketing,Region_7,Bachelors,Male,Sourcing,6,29,3,7,No,45,Average
60122,Operations,Region_2,Bachelors,Female,Sourcing,1,28,5,2,No,57,Excellent
21084,Analytics,Region_31,Bachelors,Male,Other,1,31,5,2,No,85,Excellent
20105,Operations,Region_2,Masters & Above,Male,Other,1,50,5,5,No,58,Excellent
21828,Sales & Marketing,Region_22,Bachelors,Male,Sourcing,2,33,3,1,No,54,Average
14874,Operations,Region_22,Bachelors,Female,Other,1,27,3,1,No,58,Average
10475,Procurement,Region_27,Bachelors,Male,Sourcing,1,43,4,4,No,71,Excellent
21615,Finance,Region_15,Bachelors,Male,Other,1,28,3,2,No,63,Average
74394,Operations,Region_11,Bachelors,Female,Other,1,30,3,5,No,54,Average
54803,Operations,Region_22,Masters & Above,Female,Sourcing,1,38,3,8,Yes,88,Average
4669,Sales & Marketing,Region_12,Bachelors,Male,Other,1,34,5,7,Yes,63,Excellent
32599,Finance,Region_6,Bachelors,Male,Other,1,31,3,4,No,58,Average
8067,Analytics,Region_11,Bachelors,Male,Other,1,26,3,2,No,80,Average
53695,Sales & Marketing,Region_4,Bachelors,Male,Other,1,29,5,5,No,47,Excellent
34076,Technology,Region_22,Bachelors,Female,Referred,1,29,5,5,No,75,Excellent
22364,Sales & Marketing,Region_4,Masters & Above,Female,Other,1,37,5,11,No,47,Excellent
60152,Sales & Marketing,Region_26,Bachelors,Male,Sourcing,1,26,3,1,No,52,Average
30068,Operations,Region_2,Bachelors,Female,Sourcing,1,27,5,4,No,55,Excellent
17688,Operations,Region_20,Bachelors,Female,Other,1,38,3,3,No,88,Average
53629,Sales & Marketing,Region_13,Bachelors,Male,Other,1,45,5,5,No,54,Excellent
59954,Operations,Region_14,Bachelors,Female,Sourcing,1,32,4,5,No,60,Excellent
61317,Operations,Region_13,Bachelors,Female,Sourcing,1,30,4,3,No,61,Excellent
18995,Sales & Marketing,Region_15,Masters & Above,Male,Other,1,36,3,4,No,50,Average
14897,Legal,Region_7,Bachelors,Male,Other,1,39,3,7,No,60,Average
43056,Technology,Region_31,Masters & Above,Male,Sourcing,1,36,3,9,No,84,Average
13433,Procurement,Region_31,Bachelors,Male,Sourcing,1,33,1,4,No,73,Poor
40803,Sales & Marketing,Region_13,Bachelors,Male,Sourcing,1,31,3,5,No,55,Average
15325,Operations,Region_16,Masters & Above,Male,Sourcing,2,37,5,9,Yes,74,Excellent
71568,Procurement,Region_2,Bachelors,Female,Referred,1,32,4,5,No,68,Excellent
23847,Operations,Region_26,Masters & Above,Male,Sourcing,1,48,3,15,No,59,Average
3582,Operations,Region_2,Bachelors,Female,Sourcing,1,39,4,9,No,59,Excellent
3555,Procurement,Region_32,Bachelors,Male,Other,1,32,3,5,No,68,Average
19150,Operations,Region_22,Masters & Above,Male,Other,1,35,5,2,No,62,Excellent
46812,Analytics,Region_31,Bachelors,Male,Sourcing,2,23,3,1,No,85,Average
35695,Analytics,Region_28,Masters & Above,Male,Other,1,34,1,5,No,83,Poor
77763,Technology,Region_17,Bachelors,Female,Other,1,31,3,5,No,76,Average
51345,Hr,Region_2,Bachelors,Female,Sourcing,1,30,5,5,No,48,Excellent
24129,Sales & Marketing,Region_4,Masters & Above,Female,Other,1,43,5,7,No,52,Excellent
48672,R&D,Region_7,Masters & Above,Female,Other,1,37,5,8,No,88,Excellent
21666,Sales & Marketing,Region_2,Bachelors,Male,Other,1,55,4,23,No,47,Excellent
65203,Sales & Marketing,Region_2,Bachelors,Male,Sourcing,1,46,2,6,No,48,Poor
48800,Procurement,Region_22,Bachelors,Female,Sourcing,1,27,3,5,No,69,Average
8378,Operations,Region_16,Bachelors,Male,Sourcing,1,34,3,4,No,64,Average
22142,Hr,Region_2,Masters & Above,Male,Other,1,50,1,18,No,52,Poor
44111,Sales & Marketing,Region_26,Bachelors,Male,Other,1,35,1,9,No,46,Poor
56894,Technology,Region_7,Masters & Above,Female,Other,1,46,3,6,No,80,Average
65941,Sales & Marketing,Region_15,Bachelors,Female,Sourcing,1,31,3,3,No,51,Average
69782,Procurement,Region_22,Bachelors,Male,Other,1,39,3,11,No,77,Average
56906,Operations,Region_8,Bachelors,Female,Other,1,26,2,3,No,62,Poor
25375,Analytics,Region_8,Bachelors,Male,Sourcing,1,30,5,8,No,84,Excellent
52309,Finance,Region_2,Bachelors,Male,Sourcing,1,33,5,6,No,58,Excellent
9438,Sales & Marketing,Region_19,Bachelors,Male,Sourcing,1,35,3,7,No,49,Average
46353,Operations,Region_32,Bachelors,Female,Sourcing,1,37,3,5,No,60,Average
9828,Procurement,Region_16,Bachelors,Male,Other,1,25,3,1,No,68,Average
33582,Sales & Marketing,Region_7,Bachelors,Male,Sourcing,1,28,1,4,No,48,Poor
42960,Operations,Region_28,Bachelors,Male,Other,1,31,3,4,No,61,Average
28368,Technology,Region_2,Bachelors,Female,Other,2,32,1,5,No,76,Poor
25356,Procurement,Region_2,Bachelors,Male,Sourcing,1,36,1,3,No,67,Poor
78295,Sales & Marketing,Region_14,Bachelors,Female,Sourcing,1,36,3,5,No,48,Average
66309,Sales & Marketing,Region_24,Bachelors,Male,Other,1,29,1,4,No,48,Poor
57413,Technology,Region_5,Masters & Above,Male,Sourcing,1,48,3,5,No,76,Average
6857,Sales & Marketing,Region_25,Bachelors,Male,Sourcing,1,26,3,4,No,48,Average
57835,Technology,Region_7,Bachelors,Female,Sourcing,1,31,1,6,Yes,79,Poor
77760,Sales & Marketing,Region_5,Bachelors,Male,Other,1,42,5,4,No,59,Excellent
55034,Technology,Region_14,Bachelors,Female,Sourcing,2,32,3,4,No,79,Average
56653,Legal,Region_2,Bachelors,Female,Other,1,27,5,2,No,58,Excellent
46396,Sales & Marketing,Region_28,Bachelors,Male,Sourcing,1,33,1,7,No,52,Poor
36819,Operations,Region_7,Masters & Above,Male,Sourcing,2,51,5,4,No,92,Excellent
37704,Finance,Region_26,Bachelors,Male,Other,1,26,3,2,No,60,Average
12446,Sales & Marketing,Region_14,Bachelors,Male,Other,1,31,1,3,No,46,Poor
54948,Technology,Region_2,Bachelors,Female,Other,1,35,3,9,No,79,Average
71202,Technology,Region_26,Masters & Above,Male,Sourcing,1,47,1,5,No,79,Poor
54051,Analytics,Region_22,Bachelors,Male,Other,2,27,5,2,No,78,Excellent
37390,Sales & Marketing,Region_22,Masters & Above,Male,Other,1,34,3,4,No,47,Average
9582,Sales & Marketing,Region_2,Bachelors,Male,Other,3,39,5,9,No,48,Excellent
7190,Analytics,Region_5,Bachelors,Male,Sourcing,2,31,5,2,No,86,Excellent
71972,Sales & Marketing,Region_13,Bachelors,Female,Sourcing,1,27,3,1,No,48,Average
66729,Operations,Region_2,Masters & Above,Male,Sourcing,1,35,3,6,No,59,Average
801,Technology,Region_22,Bachelors,Male,Sourcing,2,32,1,5,No,81,Poor
10076,Sales & Marketing,Region_2,Bachelors,Female,Sourcing,1,27,1,3,No,44,Poor
35654,Technology,Region_4,Masters & Above,Female,Other,1,35,1,9,No,82,Poor
51915,Technology,Region_7,Bachelors,Female,Other,1,28,3,5,No,77,Average
62481,Technology,Region_7,Masters & Above,Female,Sourcing,1,41,3,7,No,78,Average
16287,Procurement,Region_22,Bachelors,Male,Other,2,29,1,2,No,70,Poor
20431,Operations,Region_17,Masters & Above,Male,Sourcing,1,43,2,5,No,56,Poor
1528,Sales & Marketing,Region_6,Bachelors,Male,Other,1,31,5,7,No,51,Excellent
25154,Operations,Region_33,Masters & Above,Male,Sourcing,1,45,4,18,No,58,Excellent
65194,Finance,Region_22,Masters & Above,Male,Other,1,33,4,2,No,57,Excellent
35348,Sales & Marketing,Region_34,Bachelors,Male,Other,1,25,3,1,No,49,Average
45660,Procurement,Region_16,Bachelors,Female,Other,1,30,4,1,No,68,Excellent
10947,Procurement,Region_2,Masters & Above,Male,Other,3,46,3,4,No,70,Average
54865,Sales & Marketing,Region_7,Bachelors,Male,Other,1,27,1,4,No,49,Poor
30638,Operations,Region_7,Masters & Above,Male,Other,1,39,4,7,No,57,Excellent
27873,Operations,Region_2,Bachelors,Male,Sourcing,2,32,4,9,No,60,Excellent
4467,Sales & Marketing,Region_15,Bachelors,Male,Other,2,37,3,3,No,46,Average
23064,Procurement,Region_22,Masters & Above,Female,Other,1,47,2,19,No,70,Poor
52154,Technology,Region_24,Masters & Above,Male,Sourcing,1,41,3,8,No,82,Average
66575,Sales & Marketing,Region_2,Bachelors,Male,Sourcing,2,53,4,12,No,48,Excellent
51005,Sales & Marketing,Region_13,Masters & Above,Male,Sourcing,1,35,3,4,No,48,Average
289,Sales & Marketing,Region_22,Bachelors,Female,Other,2,37,1,2,No,54,Poor
24795,Operations,Region_7,Masters & Above,Female,Sourcing,1,32,3,5,No,62,Average
70225,Technology,Region_13,Masters & Above,Female,Other,1,42,2,4,No,76,Poor
24603,Analytics,Region_26,Bachelors,Female,Other,1,29,2,8,No,83,Poor
63145,Sales & Marketing,Region_23,Masters & Above,Male,Other,1,36,5,10,No,51,Excellent
53686,Sales & Marketing,Region_27,Bachelors,Male,Sourcing,1,25,3,1,No,49,Average
31726,Procurement,Region_14,Bachelors,Female,Other,1,32,3,3,No,69,Average
70607,Hr,Region_19,Bachelors,Male,Other,1,31,3,4,No,47,Average
4839,Sales & Marketing,Region_11,Bachelors,Male,Sourcing,1,29,3,1,No,48,Average
50370,Sales & Marketing,Region_28,Bachelors,Male,Other,1,36,5,9,No,50,Excellent
1969,Analytics,Region_13,Bachelors,Male,Sourcing,1,30,3,2,No,81,Average
11175,Operations,Region_26,Bachelors,Female,Sourcing,1,30,4,9,No,60,Excellent
12255,Hr,Region_31,Bachelors,Male,Other,1,30,3,7,No,50,Average
73516,Operations,Region_22,Bachelors,Male,Sourcing,1,26,5,3,No,56,Excellent
77433,Sales & Marketing,Region_16,Bachelors,Male,Other,1,45,4,3,Yes,89,Excellent
9567,Sales & Marketing,Region_1,Bachelors,Male,Sourcing,1,31,5,7,No,50,Excellent
66456,Operations,Region_2,Bachelors,Male,Other,1,31,5,6,No,61,Excellent
50769,Finance,Region_4,Bachelors,Male,Sourcing,2,32,5,1,No,57,Excellent
2847,Sales & Marketing,Region_26,Bachelors,Male,Other,1,34,5,8,No,53,Excellent
14831,Technology,Region_16,Bachelors,Male,Other,1,33,3,3,No,81,Average
44923,Operations,Region_2,Masters & Above,Female,Sourcing,1,36,5,9,No,61,Excellent
63713,Procurement,Region_7,Masters & Above,Male,Sourcing,1,31,3,5,No,69,Average
71732,Analytics,Region_2,Bachelors,Male,Other,1,27,5,3,No,82,Excellent
11901,Analytics,Region_21,Bachelors,Male,Sourcing,2,28,5,7,No,84,Excellent
67353,Operations,Region_27,Bachelors,Female,Other,1,32,5,8,No,60,Excellent
22570,Technology,Region_27,Bachelors,Male,Other,1,31,1,5,No,82,Poor
25118,Sales & Marketing,Region_29,Bachelors,Male,Other,1,26,1,2,No,49,Poor
62848,Sales & Marketing,Region_7,Masters & Above,Male,Sourcing,1,56,1,27,No,50,Poor
798,Hr,Region_14,Bachelors,Female,Sourcing,1,32,4,6,No,49,Excellent
59196,Procurement,Region_16,Bachelors,Male,Other,1,38,2,7,No,67,Poor
5231,Analytics,Region_28,Bachelors,Male,Other,1,29,5,2,No,84,Excellent
69774,Hr,Region_20,Masters & Above,Male,Other,1,35,5,9,No,50,Excellent
40748,Operations,Region_20,Bachelors,Female,Other,2,35,5,7,No,64,Excellent
8801,Sales & Marketing,Region_11,Masters & Above,Male,Sourcing,1,34,5,9,No,47,Excellent
5135,Operations,Region_22,Bachelors,Female,Other,3,29,3,1,No,58,Average
54302,Technology,Region_16,Bachelors,Female,Other,2,35,1,4,No,81,Poor
33108,Procurement,Region_2,Bachelors,Female,Other,1,48,3,8,No,69,Average
26355,Procurement,Region_22,Masters & Above,Female,Other,2,34,1,5,No,68,Poor
69668,Technology,Region_25,Masters & Above,Male,Sourcing,1,32,4,5,No,80,Excellent
55751,Procurement,Region_7,Below Secondary,Male,Other,3,23,3,1,No,67,Average
50066,Analytics,Region_23,Bachelors,Male,Sourcing,1,27,5,2,No,86,Excellent
13515,Analytics,Region_22,Masters & Above,Male,Sourcing,1,36,5,7,No,83,Excellent
66327,Operations,Region_3,Bachelors,Male,Other,1,29,3,5,No,61,Average
16773,Sales & Marketing,Region_23,Bachelors,Male,Other,3,33,1,10,No,50,Poor
38024,Legal,Region_22,Bachelors,Male,Other,1,34,4,3,No,61,Excellent
15934,Analytics,Region_25,Masters & Above,Male,Other,2,37,5,4,No,84,Excellent
11365,Sales & Marketing,Region_32,Bachelors,Male,Sourcing,1,39,3,8,No,55,Average
29179,Analytics,Region_2,Bachelors,Male,Other,1,48,3,18,No,81,Average
74822,Hr,Region_2,Masters & Above,Female,Other,1,55,3,15,No,50,Average
48474,Sales & Marketing,Region_16,Bachelors,Male,Sourcing,1,33,5,4,No,47,Excellent
43486,Hr,Region_27,Bachelors,Female,Sourcing,1,31,3,6,No,43,Average
52356,Finance,Region_13,Bachelors,Male,Other,1,32,1,4,No,59,Poor
23694,Operations,Region_2,Masters & Above,Male,Other,1,44,4,15,No,59,Excellent
24571,Hr,Region_2,Masters & Above,Male,Other,1,54,5,7,No,50,Excellent
55737,Technology,Region_5,Masters & Above,Male,Other,1,34,5,5,No,84,Excellent
46036,Technology,Region_24,Masters & Above,Female,Other,1,31,3,2,No,81,Average
48109,Operations,Region_13,Masters & Above,Female,Sourcing,1,37,5,8,No,61,Excellent
22239,Analytics,Region_29,Bachelors,Male,Sourcing,1,29,3,4,No,84,Average
67517,Sales & Marketing,Region_28,Bachelors,Male,Other,1,33,3,7,No,51,Average
65841,Procurement,Region_15,Bachelors,Female,Other,2,32,3,5,No,69,Average
38298,Procurement,Region_14,Bachelors,Male,Sourcing,1,43,3,6,No,74,Average
27473,Analytics,Region_13,Masters & Above,Male,Sourcing,1,33,3,6,No,84,Average
50505,Operations,Region_31,Bachelors,Male,Other,1,30,1,4,No,60,Poor
6088,Legal,Region_2,Masters & Above,Male,Other,1,40,3,4,No,57,Average
71388,Sales & Marketing,Region_31,Bachelors,Female,Sourcing,1,35,4,5,No,49,Excellent
11383,Procurement,Region_15,Bachelors,Male,Sourcing,1,50,3,6,No,66,Average
41151,Sales & Marketing,Region_32,Bachelors,Female,Sourcing,1,31,4,2,No,51,Excellent
10088,Hr,Region_2,Bachelors,Male,Sourcing,1,35,1,3,No,48,Poor
4668,Operations,Region_15,Bachelors,Female,Other,1,48,4,19,No,63,Excellent
25765,Operations,Region_15,Bachelors,Male,Sourcing,1,40,4,4,No,55,Excellent
14053,Finance,Region_7,Masters & Above,Male,Sourcing,1,32,4,5,No,61,Excellent
64638,Sales & Marketing,Region_2,Bachelors,Male,Other,1,58,3,18,No,50,Average
30592,Technology,Region_6,Bachelors,Female,Sourcing,1,35,4,6,No,76,Excellent
165,Operations,Region_2,Bachelors,Male,Sourcing,1,33,5,6,No,54,Excellent
18225,Legal,Region_17,Bachelors,Male,Sourcing,1,29,3,1,No,59,Average
55883,Technology,Region_29,Masters & Above,Male,Sourcing,1,38,1,7,No,81,Poor
47432,Operations,Region_19,Bachelors,Female,Other,1,33,4,4,No,58,Excellent
77269,Analytics,Region_22,Bachelors,Female,Other,1,25,3,1,No,84,Average
13346,Operations,Region_29,Bachelors,Female,Other,1,29,3,1,No,54,Average
37111,Technology,Region_6,Bachelors,Female,Sourcing,1,30,2,4,No,85,Poor
48913,Analytics,Region_7,Bachelors,Male,Other,1,44,5,4,No,88,Excellent
2289,Sales & Marketing,Region_1,Bachelors,Male,Other,1,29,3,4,No,49,Average
41783,Technology,Region_11,Bachelors,Female,Other,1,45,5,16,No,79,Excellent
31166,Analytics,Region_2,Bachelors,Male,Other,5,31,5,5,No,85,Excellent
44438,Sales & Marketing,Region_34,Bachelors,Male,Other,1,31,3,3,No,48,Average
27411,Technology,Region_22,Masters & Above,Male,Other,1,36,4,8,No,80,Excellent
77324,Procurement,Region_4,Masters & Above,Male,Sourcing,1,53,1,15,No,66,Poor
65544,Sales & Marketing,Region_2,Bachelors,Male,Other,1,38,1,2,No,55,Poor
59584,Technology,Region_13,Bachelors,Female,Other,1,30,4,2,No,94,Excellent
76465,Hr,Region_13,Bachelors,Male,Sourcing,1,27,3,3,No,47,Average
33726,Procurement,Region_4,Masters & Above,Female,Other,3,43,4,4,No,70,Excellent
70892,Finance,Region_26,Bachelors,Male,Sourcing,1,38,3,7,No,62,Average
49769,Operations,Region_25,Bachelors,Male,Other,1,28,4,5,No,60,Excellent
68324,Sales & Marketing,Region_13,Bachelors,Male,Other,2,37,3,2,No,46,Average
27881,Operations,Region_2,Bachelors,Female,Sourcing,1,41,3,4,No,58,Average
67625,Operations,Region_2,Masters & Above,Male,Sourcing,1,36,3,7,No,61,Average
58878,Technology,Region_2,Masters & Above,Female,Other,2,41,4,2,No,83,Excellent
28651,Procurement,Region_13,Bachelors,Male,Other,1,38,5,4,Yes,79,Excellent
69410,Procurement,Region_2,Bachelors,Female,Sourcing,1,41,5,3,No,67,Excellent
10314,Operations,Region_19,Masters & Above,Male,Other,3,36,4,3,No,56,Excellent
10687,Operations,Region_29,Bachelors,Male,Other,1,29,1,6,No,60,Poor
4206,Analytics,Region_31,Bachelors,Male,Other,2,26,3,2,No,84,Average
2559,Sales & Marketing,Region_27,Bachelors,Male,Sourcing,1,31,2,3,No,46,Poor
28936,Operations,Region_7,Bachelors,Male,Sourcing,1,35,3,7,No,67,Average
47368,Procurement,Region_2,Masters & Above,Female,Other,1,47,3,7,No,70,Average
20468,Sales & Marketing,Region_13,Bachelors,Female,Other,1,34,1,4,No,50,Poor
68392,Procurement,Region_15,Bachelors,Male,Other,1,36,1,3,No,71,Poor
53227,Operations,Region_15,Masters & Above,Male,Other,2,30,3,6,No,60,Average
51608,Sales & Marketing,Region_22,Masters & Above,Female,Other,1,32,5,3,No,53,Excellent
73803,Operations,Region_2,Masters & Above,Male,Other,1,33,1,6,No,55,Poor
4143,Operations,Region_11,Bachelors,Female,Sourcing,1,33,3,6,No,59,Average
56404,Operations,Region_2,Bachelors,Female,Other,1,36,3,8,No,61,Average
52529,Sales & Marketing,Region_21,Bachelors,Male,Other,1,29,3,5,No,50,Average
61080,Procurement,Region_2,Masters & Above,Male,Sourcing,3,40,3,6,No,69,Average
46920,Operations,Region_27,Bachelors,Female,Other,1,31,5,4,No,60,Excellent
50855,Sales & Marketing,Region_34,Bachelors,Male,Sourcing,1,34,3,8,No,51,Average
52556,Operations,Region_31,Bachelors,Male,Other,1,43,5,6,No,62,Excellent
44719,Operations,Region_6,Bachelors,Male,Other,1,28,3,1,No,60,Average
15070,Operations,Region_15,Masters & Above,Male,Sourcing,1,42,3,2,No,58,Average
5287,Sales & Marketing,Region_2,Bachelors,Male,Sourcing,1,42,5,16,No,48,Excellent
26820,Sales & Marketing,Region_20,Bachelors,Male,Other,1,41,1,6,No,52,Poor
22128,Procurement,Region_15,Bachelors,Male,Sourcing,1,43,3,14,No,71,Average
14029,Finance,Region_2,Masters & Above,Female,Other,1,39,3,3,No,59,Average
31414,Analytics,Region_7,Masters & Above,Male,Sourcing,2,34,4,6,No,84,Excellent
47194,Operations,Region_15,Bachelors,Male,Sourcing,1,26,2,6,No,58,Poor
73039,Sales & Marketing,Region_31,Masters & Above,Male,Other,2,31,2,5,No,50,Poor
24465,Sales & Marketing,Region_25,Masters & Above,Male,Sourcing,1,39,4,7,No,52,Excellent
68922,Sales & Marketing,Region_23,Bachelors,Male,Sourcing,1,30,5,3,No,45,Excellent
506,Procurement,Region_4,Bachelors,Male,Sourcing,1,38,5,5,No,69,Excellent
70196,Operations,Region_14,Bachelors,Female,Other,2,33,4,8,No,60,Excellent
7281,Finance,Region_29,Bachelors,Male,Sourcing,1,30,5,4,No,62,Excellent
77238,Sales & Marketing,Region_22,Bachelors,Female,Other,1,30,1,5,No,50,Poor
5046,Sales & Marketing,Region_30,Bachelors,Female,Sourcing,1,36,3,4,No,53,Average
4840,Sales & Marketing,Region_27,Bachelors,Male,Other,2,33,4,4,No,48,Excellent
49445,Hr,Region_31,Bachelors,Male,Other,1,32,3,1,No,47,Average
24200,Technology,Region_2,Bachelors,Male,Other,1,36,3,4,No,77,Average
27935,Sales & Marketing,Region_32,Bachelors,Male,Sourcing,1,27,3,1,No,47,Average
53440,Procurement,Region_2,Masters & Above,Female,Sourcing,1,47,3,13,No,69,Average
39392,Analytics,Region_31,Bachelors,Male,Sourcing,1,29,3,3,No,88,Average
27991,Analytics,Region_22,Bachelors,Male,Other,2,29,4,3,No,80,Excellent
29677,Analytics,Region_10,Bachelors,Male,Other,1,28,4,2,No,85,Excellent
21480,Sales & Marketing,Region_2,Bachelors,Male,Sourcing,1,49,5,6,No,52,Excellent
37587,Operations,Region_4,Masters & Above,Male,Other,1,39,5,4,No,62,Excellent
26369,Sales & Marketing,Region_26,Bachelors,Male,Sourcing,2,24,3,1,No,51,Average
44180,Procurement,Region_2,Masters & Above,Female,Other,1,42,5,5,No,68,Excellent
70099,Sales & Marketing,Region_4,Masters & Above,Male,Other,2,39,3,2,No,50,Average
71719,Operations,Region_20,Masters & Above,Male,Other,1,34,3,3,No,59,Average
25348,Sales & Marketing,Region_2,Masters & Above,Male,Other,1,57,4,15,No,51,Excellent
11670,Finance,Region_2,Bachelors,Male,Sourcing,1,30,3,4,No,62,Average
8623,Sales & Marketing,Region_31,Bachelors,Male,Sourcing,1,34,1,10,No,44,Poor
75926,Sales & Marketing,Region_22,Bachelors,Male,Other,3,30,3,7,No,50,Average
11790,Analytics,Region_25,Masters & Above,Male,Other,1,35,4,7,No,82,Excellent
11881,Sales & Marketing,Region_4,Bachelors,Male,Other,1,33,3,10,No,47,Average
9282,Procurement,Region_26,Below Secondary,Female,Other,1,23,5,1,No,71,Excellent
59887,Sales & Marketing,Region_2,Bachelors,Female,Other,1,27,2,3,No,51,Poor
5661,Procurement,Region_2,Bachelors,Female,Other,2,45,3,5,No,70,Average
50733,Technology,Region_2,Bachelors,Female,Other,2,43,3,7,No,78,Average
27065,Technology,Region_27,Bachelors,Female,Other,1,29,3,1,No,86,Average
43105,Sales & Marketing,Region_7,Bachelors,Female,Sourcing,1,30,5,2,No,53,Excellent
26391,Operations,Region_19,Bachelors,Female,Other,1,35,5,3,No,61,Excellent
38480,Finance,Region_32,Bachelors,Male,Sourcing,2,38,5,4,No,58,Excellent
64236,Operations,Region_7,Bachelors,Male,Other,1,39,4,10,No,56,Excellent
9225,Sales & Marketing,Region_23,Masters & Above,Female,Other,1,41,1,11,No,52,Poor
77776,Operations,Region_2,Bachelors,Female,Sourcing,1,39,5,2,No,61,Excellent
59450,Operations,Region_25,Masters & Above,Male,Other,1,35,3,7,No,62,Average
28792,Operations,Region_6,Bachelors,Female,Sourcing,1,33,5,7,No,60,Excellent
61768,Technology,Region_10,Masters & Above,Male,Sourcing,2,37,3,5,No,83,Average
46376,Sales & Marketing,Region_29,Bachelors,Male,Sourcing,2,41,1,12,No,52,Poor
50916,Procurement,Region_22,Bachelors,Male,Other,1,23,4,2,No,70,Excellent
45614,Procurement,Region_2,Masters & Above,Female,Other,1,52,3,4,No,69,Average
64097,Sales & Marketing,Region_30,Bachelors,Male,Other,1,38,2,8,No,49,Poor
13862,Sales & Marketing,Region_2,Masters & Above,Male,Sourcing,1,30,1,6,No,47,Poor
26596,Operations,Region_11,Bachelors,Male,Other,1,29,5,2,No,57,Excellent
20816,Procurement,Region_7,Bachelors,Female,Other,2,27,3,4,No,67,Average
28543,Procurement,Region_13,Masters & Above,Female,Other,1,37,3,4,No,71,Average
32294,Sales & Marketing,Region_7,Bachelors,Male,Other,1,51,1,10,No,51,Poor
77793,Analytics,Region_32,Bachelors,Male,Other,1,27,5,3,No,85,Excellent
12293,Operations,Region_5,Bachelors,Female,Other,1,34,4,5,No,60,Excellent
4202,Operations,Region_16,Bachelors,Male,Other,2,32,4,3,No,59,Excellent
52758,Technology,Region_27,Bachelors,Female,Sourcing,1,37,3,4,Yes,78,Average
1191,Procurement,Region_27,Bachelors,Male,Other,1,30,5,3,No,64,Excellent
3240,Operations,Region_2,Bachelors,Female,Other,4,33,3,7,No,59,Average
69001,Operations,Region_4,Bachelors,Male,Other,1,47,1,18,No,62,Poor
42016,Analytics,Region_9,Bachelors,Male,Other,2,28,1,4,No,87,Poor
1149,Sales & Marketing,Region_2,Bachelors,Male,Sourcing,1,24,3,1,No,41,Average
55755,Procurement,Region_27,Bachelors,Male,Other,1,33,5,6,No,65,Excellent
14215,Technology,Region_23,Masters & Above,Male,Sourcing,2,35,3,4,No,80,Average
34249,Sales & Marketing,Region_15,Bachelors,Male,Sourcing,1,28,3,2,No,53,Average
69509,Sales & Marketing,Region_16,Masters & Above,Male,Other,1,40,4,10,No,48,Excellent
41395,Sales & Marketing,Region_22,Bachelors,Female,Sourcing,1,29,3,1,No,62,Average
72921,Sales & Marketing,Region_16,Bachelors,Female,Other,1,29,3,1,No,52,Average
42323,Sales & Marketing,Region_13,Bachelors,Male,Other,1,29,3,1,No,47,Average
52852,Sales & Marketing,Region_13,Bachelors,Male,Other,1,30,3,4,No,52,Average
57218,Sales & Marketing,Region_22,Bachelors,Male,Sourcing,1,40,5,3,No,50,Excellent
61904,Procurement,Region_23,Masters & Above,Male,Sourcing,1,40,3,6,No,63,Average
60592,Operations,Region_7,Masters & Above,Female,Other,1,41,3,5,No,54,Average
